x1,name,age,photo,nationality,flag,overall,potential,club,club_logo,value,wage,special,acceleration,aggression,agility,balance,ball_control,composure,crossing,curve,dribbling,finishing,free_kick_accuracy,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,heading_accuracy,interceptions,jumping,long_passing,long_shots,marking,penalties,positioning,reactions,short_passing,shot_power,sliding_tackle,sprint_speed,stamina,standing_tackle,strength,vision,volleys,cam,cb,cdm,cf,cm,id,lam,lb,lcb,lcm,ldm,lf,lm,ls,lw,lwb,preferred_positions,ram,rb,rcb,rcm,rdm,rf,rm,rs,rw,rwb,st
1173,Rony Lopes,21,https://cdn.sofifa.org/48/18/players/212692.png,Portugal,https://cdn.sofifa.org/flags/38.png,77,84,AS Monaco,https://cdn.sofifa.org/24/18/teams/69.png,€12.5M,€29K,1834,83,39,84,86,79,74,71,75,82,70,72,11,10,12,12,11,38,29,51,72,70,30,65,74,72,77,74,27,76,66,28,56,76,56,77,41,54,75,70,212692,77,52,41,70,54,75,76,70,76,57,RM,77,52,41,70,54,75,76,70,76,57,70
1183,Rui Fonte,27,https://cdn.sofifa.org/48/18/players/183518.png,Portugal,https://cdn.sofifa.org/flags/38.png,77,78,Fulham,https://cdn.sofifa.org/24/18/teams/144.png,€10.5M,€54K,1936,70,73,75,64,78,68,58,76,76,76,63,14,10,15,15,6,75,32,84,68,69,28,74,80,75,75,78,28,71,81,33,72,68,76,74,51,57,75,70,183518,74,54,51,70,57,75,73,76,73,56,ST,74,54,51,70,57,75,73,76,73,56,76
1229,Ricardo Horta,22,https://cdn.sofifa.org/48/18/players/213516.png,Portugal,https://cdn.sofifa.org/flags/38.png,76,83,SC Braga,https://cdn.sofifa.org/24/18/teams/1896.png,€11M,€13K,1831,78,41,85,82,80,68,73,78,80,66,51,7,9,10,8,13,51,31,62,65,68,24,71,72,79,72,79,25,76,76,28,34,75,82,75,40,52,75,69,213516,75,53,40,69,52,75,75,70,75,58,RM LM,75,53,40,69,52,75,75,70,75,58,70
1234,Palhinha,21,https://cdn.sofifa.org/48/18/players/229391.png,Portugal,https://cdn.sofifa.org/flags/38.png,76,84,Sporting CP,https://cdn.sofifa.org/24/18/teams/237.png,€10M,€13K,1823,52,79,51,49,72,81,48,42,67,38,45,14,10,8,7,7,70,78,84,73,57,72,56,47,73,75,64,70,57,82,77,86,54,59,62,75,75,60,68,229391,62,70,75,68,75,60,62,60,59,70,CM CDM,62,70,75,68,75,60,62,60,59,70,60
1279,Hélder Costa,23,https://cdn.sofifa.org/48/18/players/221743.png,Portugal,https://cdn.sofifa.org/flags/38.png,76,83,Wolverhampton Wanderers,https://cdn.sofifa.org/24/18/teams/110.png,€11M,€54K,1861,91,60,84,79,77,70,72,76,80,71,72,7,6,11,14,12,46,18,48,62,69,35,69,74,72,67,73,28,92,72,35,60,68,61,74,44,52,75,66,221743,74,54,44,66,52,75,75,71,76,57,RM RW,74,54,44,66,52,75,75,71,76,57,71
1297,Wilson Eduardo,26,https://cdn.sofifa.org/48/18/players/199737.png,Portugal,https://cdn.sofifa.org/flags/38.png,76,76,SC Braga,https://cdn.sofifa.org/24/18/teams/1896.png,€8.5M,€15K,1914,78,59,73,68,78,76,77,82,78,77,71,13,12,11,9,11,66,24,64,63,79,22,73,79,77,73,83,23,82,58-2,33,68,73,77,76,46,52,77,68,199737,76,52,46,68,52,77,75,77,77,55,RM ST LM,76,52,46,68,52,77,75,77,77,55,77
1321,João Pereira,33,https://cdn.sofifa.org/48/18/players/206407.png,Portugal,https://cdn.sofifa.org/flags/38.png,76,76,Trabzonspor,https://cdn.sofifa.org/24/18/teams/436.png,€3M,€32K,2010,75,78,77,85,73,66,77,67,77,54,55,12,14,10,10,7,55,74,77,69,61,72,64,69,75,74,68,76,75,78,78,54,68,52,71,71,73,70,72,206407,71,75,71,72,73,70,73,66,72,75,RB,71,75,71,72,73,70,73,66,72,75,66
1334,Gil Dias,20,https://cdn.sofifa.org/48/18/players/229453.png,Portugal,https://cdn.sofifa.org/flags/38.png,76,83,Fiorentina,https://cdn.sofifa.org/24/18/teams/110374.png,€11M,€29K,1824,83,50,80,70,80,71,66,59,83,69,61,5,6,14,7,13,60,35,52,58,70,35,53,72,75,70,72,30,86,75,35,67,73,60,75,48,55,76,68,229453,75,56,48,68,55,76,75,73,76,59,LM RM,75,56,48,68,55,76,75,73,76,59,73
1370,Éder,29,https://cdn.sofifa.org/48/18/players/189795.png,Portugal,https://cdn.sofifa.org/flags/38.png,76,76,Lokomotiv Moscow,https://cdn.sofifa.org/24/18/teams/100765.png,€7.5M,€51K,1944,76,83,75,61,72,76,64,67,75,75,41,14,9,6,15,12,73,47,74,63,74,34,73,75,75,70,81,38,76,76,45,83,70,72,73,58,60,74,69,189795,73,58,58,69,60,74,72,75,73,60,ST,73,58,58,69,60,74,72,75,73,60,75
1373,Beto,35,https://cdn.sofifa.org/48/18/players/182629.png,Portugal,https://cdn.sofifa.org/flags/38.png,76,76,Göztepe,https://cdn.sofifa.org/24/18/teams/101026.png,€1.8M,€11K,1202,47,29,69,35,18,23,17,23,14,12,10,79,69,79,75,75,22,12,67,32,12,17,23,12,74,36,25,10,34,40,19,52,47,17,NA,NA,NA,NA,NA,182629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1387,Renato Sanches,19,https://cdn.sofifa.org/48/18/players/230767.png,Portugal,https://cdn.sofifa.org/flags/38.png,76,86,Swansea City,https://cdn.sofifa.org/24/18/teams/1960.png,€12M,€49K,2110,79,90,78,85,77,67,60,59,78,65,68,5,12,6,13,14,64,69,79,71,77,72,68,73,74,76,85,64,78,86,72,77,68,68,74,73,74,75,74,230767,74,72,73,74,74,75,74,74,73,73,CM,74,72,73,74,74,75,74,74,73,73,74
1430,Fábio Martins,23,https://cdn.sofifa.org/48/18/players/224394.png,Portugal,https://cdn.sofifa.org/flags/38.png,76,82,SC Braga,https://cdn.sofifa.org/24/18/teams/1896.png,€10.5M,€13K,1980,79,52,83,77,78,80,71,77,80,69,58,9,15,7,13,9,69,44,74,68,83,30,70,69,80,72,77,52,76,84,48,65,74,68,75,55,61,75,72,224394,75,62,55,72,61,75,75,73,76,65,RM LM,75,62,55,72,61,75,75,73,76,65,73
1454,Josué Sá,25,https://cdn.sofifa.org/48/18/players/212889.png,Portugal,https://cdn.sofifa.org/flags/38.png,76,80,RSC Anderlecht,https://cdn.sofifa.org/24/18/teams/229.png,€8.5M,€23K,1697,64,75,68,57,68,72,32,42,65,34,31,16,11,11,13,16,72,77,78,57,27,76,40,46,76,70,48,75,53,74,77,77,38,33,57,75,71,56,61,212889,57,69,75,61,71,56,57,56,55,67,CB,57,69,75,61,71,56,57,56,55,67,56
1475,Carlos Mané,23,https://cdn.sofifa.org/48/18/players/216749.png,Portugal,https://cdn.sofifa.org/flags/38.png,76,82,VfB Stuttgart,https://cdn.sofifa.org/24/18/teams/36.png,€10.5M,€16K,1926,88,55,90,92,74,74,69,81,80,71,42,16,14,10,9,11,64,49,66,60,72,27,65,79,76,71,77,33,86,74,41,37,74,73,75,48,56,76,70,216749,75,59,48,70,56,76,75,73,77,61,LM RM,75,59,48,70,56,76,75,73,77,61,73
1520,Daniel Podence,21,https://cdn.sofifa.org/48/18/players/226766.png,Portugal,https://cdn.sofifa.org/flags/38.png,76,84,Sporting CP,https://cdn.sofifa.org/24/18/teams/237.png,€11.5M,€16K,1807,92,65,93,94,80,78,64,71,84,66,42,14,14,8,7,15,42,21,66,54,57,26,63,76,81,69,65,29,87,70,30,31,74,57,76,41,51,76,67,226766,76,53,41,67,51,76,76,69,77,57,ST RM CF,76,53,41,67,51,76,76,69,77,57,69
1524,Tarantini,33,https://cdn.sofifa.org/48/18/players/3281.png,Portugal,https://cdn.sofifa.org/flags/38.png,76,76,Rio Ave FC,https://cdn.sofifa.org/24/18/teams/744.png,€4.5M,€12K,1970,52,75,55,52,76,69,62,65,73,68,57,12,6,16,7,16,78,76,69,72,78,64,66,75,74,79,78,58,54,60,71,78,78,70,73,71,72,73,75,3281,73,67,71,75,72,73,70,73,70,67,CDM CM,73,67,71,75,72,73,70,73,70,67,73
1535,José Sá,24,https://cdn.sofifa.org/48/18/players/212442.png,Portugal,https://cdn.sofifa.org/flags/38.png,76,82,FC Porto,https://cdn.sofifa.org/24/18/teams/236.png,€7.5M,€10K,1179,42,20,50,40,20,32,18,12,20,15,21,78,74,66,72,79,14,18,60,20,18,15,11,17,76,30,19,15,48,34,19,70,51,17,NA,NA,NA,NA,NA,212442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1544,André Almeida,26,https://cdn.sofifa.org/48/18/players/194022.png,Portugal,https://cdn.sofifa.org/flags/38.png,76,77,SL Benfica,https://cdn.sofifa.org/24/18/teams/234.png,€7.5M,€13K,1950,64,79,67,67,76,74,79,66,75,41,42,14,6,7,12,8,71,77,77,75,63,76,43,63,75,75,68,76,65,75,78,78,67,45,69,76,76,67,72,194022,69,75,76,72,76,67,71,65,68,75,LB RB,69,75,76,72,76,67,71,65,68,75,65
1603,Rolando,31,https://cdn.sofifa.org/48/18/players/163083.png,Portugal,https://cdn.sofifa.org/flags/38.png,75,75,Olympique de Marseille,https://cdn.sofifa.org/24/18/teams/219.png,€4.5M,€25K,1636,38,76,36,36,63,71,44,46,57,20,50,14,8,16,6,15,75,77,68,65,48,75,48,45,64,68,62,72,34,62,81,83,47,37,53,74,70,51,61,163083,53,65,74,61,70,51,52,52,49,63,CB,53,65,74,61,70,51,52,52,49,63,52
1639,Eduardo,34,https://cdn.sofifa.org/48/18/players/163873.png,Portugal,https://cdn.sofifa.org/flags/38.png,75,75,Chelsea,https://cdn.sofifa.org/24/18/teams/5.png,€2.7M,€64K,1245,46,28,60,58,32,53,13,11,11,20,14,75,74,71,78,75,12,24,75,32,18,13,37,11,68,22,38,20,44,20,20,72,42,11,NA,NA,NA,NA,NA,163873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1651,João Aurélio,28,https://cdn.sofifa.org/48/18/players/189221.png,Portugal,https://cdn.sofifa.org/flags/38.png,75,75,Vitória Guimarães,https://cdn.sofifa.org/24/18/teams/1887.png,€5.5M,€11K,2027,69,74,72,61,76,72,76,70,74,57,58,10,15,8,9,13,70,68,73,78,69,70,58,72,73,75,73,74,68,85,77,72,70,60,72,73,74,71,74,189221,72,74,73,74,74,71,73,69,71,74,CDM RB,72,74,73,74,74,71,73,69,71,74,69
1658,Francisco Geraldes,22,https://cdn.sofifa.org/48/18/players/228650.png,Portugal,https://cdn.sofifa.org/flags/38.png,75,84,Rio Ave FC,https://cdn.sofifa.org/24/18/teams/744.png,€10.5M,€14K,1823,78,57,86,76,76,77,66,67,81,55,69,10,14,9,7,14,47,29,57,69,57,36,56,71,79,75,64,42,76,68,46,44,79,63,74,48,57,72,70,228650,74,57,48,70,57,72,74,66,73,60,LW CM CAM,74,57,48,70,57,72,74,66,73,60,66
1680,Rafa Soares,22,https://cdn.sofifa.org/48/18/players/218936.png,Portugal,https://cdn.sofifa.org/flags/38.png,75,83,Fulham,https://cdn.sofifa.org/24/18/teams/144.png,€8.5M,€11K,1988,78,65,70,67,75,65,79,72,76,53,74,11,13,16,14,6,59,73,63,65,70,68,34,71,77,72,75,72,76,79,75,65,65,60,71,70,72,71,71,218936,71,74,70,71,72,71,73,68,72,75,LB,71,74,70,71,72,71,73,68,72,75,68
1686,Josué,26,https://cdn.sofifa.org/48/18/players/199739.png,Portugal,https://cdn.sofifa.org/flags/38.png,75,75,Osmanlıspor,https://cdn.sofifa.org/24/18/teams/112958.png,€7M,€19K,2012,66,80,77,80,78,71,73,78,79,71,73,15,10,15,16,10,57,54,52,74,77,41,75,73,73,75,82,59,70,72,53,61,76,67,75,59,65,75,73,199739,75,63,59,73,65,75,74,72,74,66,CAM RM,75,63,59,73,65,75,74,72,74,66,72
1706,André Horta,20,https://cdn.sofifa.org/48/18/players/226370.png,Portugal,https://cdn.sofifa.org/flags/38.png,75,83,SC Braga,https://cdn.sofifa.org/24/18/teams/1896.png,€10M,€10K,1988,75,66,89,92,78,78,64,70,78,57,50,6,15,15,10,8,52,68,69,73,64,65,55,73,76,76,74,58,76,76,68,50,75,67,74,64,70,73,74,226370,74,69,64,74,70,73,74,68,73,70,CAM CM,74,69,64,74,70,73,74,68,73,70,68
1714,Paulinho,25,https://cdn.sofifa.org/48/18/players/211014.png,Portugal,https://cdn.sofifa.org/flags/38.png,75,77,Grupo Desportivo de Chaves,https://cdn.sofifa.org/24/18/teams/518.png,€6.5M,€8K,1962,84,68,83,85,75,67,73,71,76,45,70,9,12,6,11,10,64,68,82,54,49,71,47,66,75,70,57,74,86,84,73,60,59,45,68,70,70,68,67,211014,68,74,70,67,70,68,71,64,70,75,RB,68,74,70,67,70,68,71,64,70,75,64
1722,André Simões,27,https://cdn.sofifa.org/48/18/players/224075.png,Portugal,https://cdn.sofifa.org/flags/38.png,75,76,AEK Athens,https://cdn.sofifa.org/24/18/teams/278.png,€7.5M,€1K,2025,77,61,75,74,77,74,68,68,73,65,47,11,15,14,12,6,70,66,77,75,72,61,65,62,74,78,75,69,82,90,69,63,74,60,74,68,72,73,74,224075,74,73,68,74,72,73,74,71,73,73,CDM CM,74,73,68,74,72,73,74,71,73,73,71
1794,Bruno Moreira,29,https://cdn.sofifa.org/48/18/players/210031.png,Portugal,https://cdn.sofifa.org/flags/38.png,75,75,FC Paços de Ferreira,https://cdn.sofifa.org/24/18/teams/1892.png,€6.5M,€13K,1695,61,72,58,56,72,70,44,40,68,79,40,10,10,8,11,8,82,24,69,46,60,26,67,77,72,68,78,26,61,69,29,76,53,75,66,48,50,70,60,210031,66,47,48,60,50,70,65,74,66,49,ST,66,47,48,60,50,70,65,74,66,49,74
1876,Frederico Venâncio,24,https://cdn.sofifa.org/48/18/players/211107.png,Portugal,https://cdn.sofifa.org/flags/38.png,75,80,Sheffield Wednesday,https://cdn.sofifa.org/24/18/teams/1807.png,€7.5M,€8K,1629,70,68,63,55,63,74,34,30,46,30,28,13,10,11,8,15,79,74,88,56,22,79,40,25,69,65,53,73,61,69,76,75,49,32,52,74,69,50,57,211107,52,68,74,57,69,50,53,51,49,65,CB,52,68,74,57,69,50,53,51,49,65,51
1897,Nuno Pinto,30,https://cdn.sofifa.org/48/18/players/179884.png,Portugal,https://cdn.sofifa.org/flags/38.png,75,75,Vitória Setúbal,https://cdn.sofifa.org/24/18/teams/665.png,€4.8M,€9K,1979,76,69,78,73,74,70,76,73,72,49,74,15,13,13,6,9,56,73,70,68,59,71,58,66,79,73,67,73,74,83,75,60,60,44,69,70,72,68,70,179884,69,74,70,70,72,68,71,65,70,75,LB,69,74,70,70,72,68,71,65,70,75,65
1931,Salvador Agra,25,https://cdn.sofifa.org/48/18/players/204737.png,Portugal,https://cdn.sofifa.org/flags/38.png,75,78,CD Aves,https://cdn.sofifa.org/24/18/teams/666.png,€8.5M,€13K,1885,93,55,92,91,76,78,71,76,77,72,75,10,9,8,10,10,32,39,63,66,74,31,67,67,74,68,76,35,93,77,36,33,57,72,72,43,54,73,66,204737,72,57,43,66,54,73,74,68,75,61,LW RW,72,57,43,66,54,73,74,68,75,61,68
1945,Pedrinho,24,https://cdn.sofifa.org/48/18/players/235210.png,Portugal,https://cdn.sofifa.org/flags/38.png,75,80,FC Paços de Ferreira,https://cdn.sofifa.org/24/18/teams/1892.png,€9M,€10K,2015,80,69,78,85,75,65,70,77,77,65,75,15,8,10,8,12,54,56,63,76,75,59,76,66,73,77,80,62,78,82,63,45,75,51,74,61,68,73,74,235210,74,68,61,74,68,73,74,69,74,70,CAM CM,74,68,61,74,68,73,74,69,74,70,69
1957,Ricardo,34,https://cdn.sofifa.org/48/18/players/182736.png,Portugal,https://cdn.sofifa.org/flags/38.png,75,75,Grupo Desportivo de Chaves,https://cdn.sofifa.org/24/18/teams/518.png,€2.7M,€7K,1115,36,35,48,38,16,48,13,14,16,13,13,77,74,63,76,74,11,21,74,22,11,13,24,11,70,23,19,10,31,41,12,67,30,19,NA,NA,NA,NA,NA,182736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2049,André Martins,27,https://cdn.sofifa.org/48/18/players/200962.png,Portugal,https://cdn.sofifa.org/flags/38.png,74,75,Olympiakos CFP,https://cdn.sofifa.org/24/18/teams/280.png,€6.5M,€1K,1940,81,57,91,90,80,80,66,75,78,62,73,16,10,8,9,15,51,63,63,72,61,50,67,70,75,76,65,47,77,72,52,34,74,60,75,55,64,73,73,200962,75,64,55,73,64,73,74,67,74,66,CAM CM,75,64,55,73,64,73,74,67,74,66,67
2095,Candeias,29,https://cdn.sofifa.org/48/18/players/189468.png,Portugal,https://cdn.sofifa.org/flags/38.png,74,74,Rangers,https://cdn.sofifa.org/24/18/teams/86.png,€5.5M,€50K,1920,89,68,85,78,74,67,71,73,75,63,67,16,7,11,8,11,56,42,58,64,72,38,65,70,71,70,75,43,81,76,44,66,66,67,72,53,59,72,67,189468,72,60,53,67,59,72,73,70,73,62,RM,72,60,53,67,59,72,73,70,73,62,70
2130,Ivan Cavaleiro,23,https://cdn.sofifa.org/48/18/players/212267.png,Portugal,https://cdn.sofifa.org/flags/38.png,74,79,Wolverhampton Wanderers,https://cdn.sofifa.org/24/18/teams/110.png,€7.5M,€41K,1847,83,68,76,74,76,62,72,69,76,67,31,13,15,12,9,13,61,37,51,62,62,25,72,71,71,68,77,36,88,67,46,69,68,62,72,51,56,73,66,212267,72,57,51,66,56,73,73,71,73,59,ST CAM LM,72,57,51,66,56,73,73,71,73,59,71
2153,André Geraldes,26,https://cdn.sofifa.org/48/18/players/221750.png,Portugal,https://cdn.sofifa.org/flags/38.png,74,76,CF Os Belenenses,https://cdn.sofifa.org/24/18/teams/1889.png,€5.5M,€14K,1821,77,69,76,72,68,64,73,57,62,36,36,9,12,11,8,7,60,74,74,54,32,75,48,63,72,73,55,73,79,76,75,72,58,35,63,72,70,62,64,221750,63,73,72,64,70,62,66,59,64,73,RB,63,73,72,64,70,62,66,59,64,73,59
2229,Renato Santos,25,https://cdn.sofifa.org/48/18/players/210258.png,Portugal,https://cdn.sofifa.org/flags/38.png,74,75,Boavista FC,https://cdn.sofifa.org/24/18/teams/1898.png,€6.5M,€9K,1782,79,44,80,76,75,65,71,65,76,66,69,10,10,15,12,8,51,29,37,58,73,22,59,77,78,67,69,29,78,76,32,60,68,63,72,42,51,73,66,210258,72,53,42,66,51,73,73,70,74,57,RM LM,72,53,42,66,51,73,73,70,74,57,70
2283,Bruno Xadas,19,https://cdn.sofifa.org/48/18/players/237670.png,Portugal,https://cdn.sofifa.org/flags/38.png,74,85,SC Braga,https://cdn.sofifa.org/24/18/teams/1896.png,€9.5M,€7K,1978,76,58,81,78,76,69,72,82,77,64,65,15,7,11,15,10,45,59,74,73,70+5,58,69,68,74,76,75,49,73,70,59,62,74,63,74,60,66,72,72,237670,74,64,60,72,66,72,73,68,73,67,CM RM,74,64,60,72,66,72,73,68,73,67,68
2286,Rúben Vezo,23,https://cdn.sofifa.org/48/18/players/215399.png,Portugal,https://cdn.sofifa.org/flags/38.png,74,80,Valencia CF,https://cdn.sofifa.org/24/18/teams/461.png,€6.5M,€22K,1763,66,75,64,71,59,65,56,56,47,44,32,11,6,12,9,14,72,80,77,64,55,75,54,33,61,67,59,73,63,63,74,75,53,43,55,73,69,53,60,215399,55,68,73,60,69,53,56,55,54,66,RB CB,55,68,73,60,69,53,56,55,54,66,55
2291,Rúben Ribeiro,29,https://cdn.sofifa.org/48/18/players/182632.png,Portugal,https://cdn.sofifa.org/flags/38.png,74,74,Rio Ave FC,https://cdn.sofifa.org/24/18/teams/744.png,€5.5M,€12K,1949,74,69,78,78,76,77,71,79,78,64,70,14,13,8,16,6,57,52,67,65,71,41,71,75,79,74,74,43,69,74,51,56,72,64,74,56,62,73,71,182632,74,61,56,71,62,73,74,70,74,64,CAM LW,74,61,56,71,62,73,74,70,74,64,70
2310,Vasco Fernandes,30,https://cdn.sofifa.org/48/18/players/185200.png,Portugal,https://cdn.sofifa.org/flags/38.png,74,74,Vitória Setúbal,https://cdn.sofifa.org/24/18/teams/665.png,€4.2M,€9K,1830,68,79,66,70,68,69,63,58,61,27,48,16,9,11,12,11,72,72,90,58,49,72,38,43,68,61,59,73,64,90,77,74,54,49,57,73,70,56,62,185200,57,71,73,62,70,56,61,55,58,70,RB CB,57,71,73,62,70,56,61,55,58,70,55
2311,Diogo Figueiras,26,https://cdn.sofifa.org/48/18/players/204401.png,Portugal,https://cdn.sofifa.org/flags/38.png,74,77,Olympiakos CFP,https://cdn.sofifa.org/24/18/teams/280.png,€5.5M,€1K,1984,83,77,84,90,77,64,78,56,73,41,43,13,12,16,7,16,57,70,83,66,69,71,48,68,67,71,77,75,82,74,71,59,63,47,69,70,71,69,69,204401,69,73,70,69,71,69,71,65,71,74,RB,69,73,70,69,71,69,71,65,71,74,65
2330,Nélson Oliveira,25,https://cdn.sofifa.org/48/18/players/189303.png,Portugal,https://cdn.sofifa.org/flags/38.png,74,77,Norwich City,https://cdn.sofifa.org/24/18/teams/1792.png,€7M,€37K,1838,68,74,72,69,75,77,60,65,69,76,47,8,7,7,7,10,74,36,71,55,72,33,76,74,67,68,77,29,73,70,40,77,65,67,70,53,55,72,65,189303,70,53,53,65,55,72,69,73,70,55,ST,70,53,53,65,55,72,69,73,70,55,73
2340,Miguel Rosa,28,https://cdn.sofifa.org/48/18/players/192635.png,Portugal,https://cdn.sofifa.org/flags/38.png,74,74,CF Os Belenenses,https://cdn.sofifa.org/24/18/teams/1889.png,€5.5M,€9K,1922,70,71,76,74,76,73,76,81,75,71,72,6,13,6,13,16,69,48,60,74,77,30,59,68,75,76,79,34,63,71,41,62,74,66,74,53,60,73,71,192635,74,57,53,71,60,73,73,72,73,60,ST LM,74,57,53,71,60,73,73,72,73,60,72
2377,Sérgio Oliveira,25,https://cdn.sofifa.org/48/18/players/198031.png,Portugal,https://cdn.sofifa.org/flags/38.png,74,79,FC Porto,https://cdn.sofifa.org/24/18/teams/236.png,€7.5M,€13K,1908,62,51,66,67,77,76,76,75,76,66,80,9,9,11,11,10,53,57,46,75,83,42,74,72,73,77,84,44,64,52,57,60,77,72,74,55,63,73,73,198031,74,60,55,73,63,73,72,70,73,63,CDM CM,74,60,55,73,63,73,72,70,73,63,70
2397,Gonçalo Guedes,20,https://cdn.sofifa.org/48/18/players/224411.png,Portugal,https://cdn.sofifa.org/flags/38.png,74,82,Valencia CF,https://cdn.sofifa.org/24/18/teams/461.png,€8.5M,€54K,1916,84,67,81,69,74,75,69,74,76,74,70,9,12,11,9,9,60,47,65,62,76,25,69,78,76,73,76,30,80,77,34,56,71,73,75,49,57,75,69,224411,75,57,49,69,57,75,75,73,75,60,LM RM ST,75,57,49,69,57,75,75,73,75,60,73
2403,Fábio Espinho,31,https://cdn.sofifa.org/48/18/players/193692.png,Portugal,https://cdn.sofifa.org/flags/38.png,74,74,Boavista FC,https://cdn.sofifa.org/24/18/teams/1898.png,€4.8M,€10K,2002,74,68,88,83,75,68,70,69,74,67,71,16,13,12,8,10,59,59,58,78,73,56,71,67,77,76,80,62,67,69,61,56,73,62,74,62,68,72,73,193692,74,66,62,73,68,72,73,70,73,68,CAM CM,74,66,62,73,68,72,73,70,73,68,70
2404,Fábio Cardoso,23,https://cdn.sofifa.org/48/18/players/213917.png,Portugal,https://cdn.sofifa.org/flags/38.png,74,82,Rangers,https://cdn.sofifa.org/24/18/teams/86.png,€7M,€38K,1623,62,79,56,57,63,60,32,37,53,22,29,7,14,12,15,8,73,72,76,47,25,75,39,35,75,60,64,73,70,72,75,76,41,29,51,73,67,52,55,213917,51,67,73,55,67,52,53,52,50,65,CB,51,67,73,55,67,52,53,52,50,65,52
2405,Hélder Barbosa,30,https://cdn.sofifa.org/48/18/players/176029.png,Portugal,https://cdn.sofifa.org/flags/38.png,74,74,Akhisar Belediyespor,https://cdn.sofifa.org/24/18/teams/111340.png,€5.5M,€20K,1919,80,77,79,85,75,78,75,75,81,68,68,15,16,13,11,10,55,42,75,61,65,34,59,71,65,66,82,35,80,66,48,55,71,61,72,52,57,73,66,176029,72,57,52,66,57,73,73,70,74,60,CAM LM LW,72,57,52,66,57,73,73,70,74,60,70
2411,Nélson Lenho,33,https://cdn.sofifa.org/48/18/players/193695.png,Portugal,https://cdn.sofifa.org/flags/38.png,74,74,CD Aves,https://cdn.sofifa.org/24/18/teams/666.png,€2.2M,€12K,1915,68,76,64,64,74,68,80,76,72,42,51,13,13,16,14,14,54,72,70,65,48,71,46,70,69,74,52,74,68,79,77,73,67,49,67,71,73,66,70,193695,67,73,71,70,73,66,70,61,68,74,LB,67,73,71,70,73,66,70,61,68,74,61
2423,Tiago Pinto,29,https://cdn.sofifa.org/48/18/players/194979.png,Portugal,https://cdn.sofifa.org/flags/38.png,74,74,Osmanlıspor,https://cdn.sofifa.org/24/18/teams/112958.png,€4.3M,€18K,2016,86,63,84,77,74,74,73,68,74,48,69,15,6,16,13,8,59,71,75,72,73,67,51,67,73,72,76,71,79,82,72,64,69,49,71,69,71,70,72,194979,71,73,69,72,71,70,73,67,72,74,LB,71,73,69,72,71,70,73,67,72,74,67
2470,Bebé,26,https://cdn.sofifa.org/48/18/players/166074.png,Portugal,https://cdn.sofifa.org/flags/38.png,74,74,SD Eibar,https://cdn.sofifa.org/24/18/teams/467.png,€6M,€20K,1862,76,72,70,59,75,67,73,67,78,69,73,15,7,8,7,11,57,33,65,64,70,18,65,70,72,70,88,20,89,73,28,85,66,69,72,47,53,74,66,166074,72,52,47,66,53,74,73,73,74,56,RM LM,72,52,47,66,53,74,73,73,74,56,73
2505,Fábio Sturgeon,23,https://cdn.sofifa.org/48/18/players/217802.png,Portugal,https://cdn.sofifa.org/flags/38.png,74,78,Vitória Guimarães,https://cdn.sofifa.org/24/18/teams/1887.png,€7.5M,€10K,1847,74,65-2,73,66,76,72,70,75,78,66,43,16,11,13,16,9,67,37,67,58,64,32,52,71-3,72,68,73,31,79,78-2,39,69,72,67,72,51,56,72,67,217802,72,56,51,67,56,72,73,71,73,59,ST RM LM,72,56,51,67,56,72,73,71,73,59,71
2586,Bruno Gama,29,https://cdn.sofifa.org/48/18/players/164852.png,Portugal,https://cdn.sofifa.org/flags/38.png,74,74,RC Deportivo de La Coruña,https://cdn.sofifa.org/24/18/teams/242.png,€5.5M,€23K,1886,76,58,77,69,74,76,81,83,78,65,76,15,13,9,10,9,46,42,59,78,75,35,71,74,71,73,65,38,71,65,46,57,61,66,72,50,58,71,69,164852,72,57,50,69,58,71,73,68,73,61,LM CAM RM,72,57,50,69,58,71,73,68,73,61,68
2589,Ricardo Esgaio,24,https://cdn.sofifa.org/48/18/players/212213.png,Portugal,https://cdn.sofifa.org/flags/38.png,74,78,SC Braga,https://cdn.sofifa.org/24/18/teams/1896.png,€6M,€10K,1984,69,68,77,83,77,64,72+4,75+10,76,61,51,9,16,6,8,14,56,72,73,65,54,76,78,70,74,73+3,54,75,68,76,76,56,68+3,58,71,70,72,70,71,212213,71,73,70,71,72,70,72,65,71,74,LB RB,71,73,70,71,72,70,72,65,71,74,65
